Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_20772,User_Id_1792,Bike,3,Business,12,2,11:38:12 AM,12,2,11:38:22 AM,12,2,11:51:21 AM,12,2,11:55:09 AM,12,2,12:19:28 PM,11,20.9,,-1.288159,36.792527500000006,-1.2519209999999998,36.828379,Rider_Id_635,1459
Order_No_14152,User_Id_868,Bike,3,Business,26,5,2:04:07 PM,26,5,2:04:15 PM,26,5,2:04:32 PM,26,5,2:32:29 PM,26,5,3:09:37 PM,10,,,-1.228911,36.881876,-1.265715,36.823815,Rider_Id_155,2228
Order_No_9842,User_Id_635,Bike,3,Business,23,5,10:42:45 AM,23,5,11:32:38 AM,23,5,11:54:48 AM,23,5,12:16:41 PM,23,5,12:37:11 PM,6,24.1,,-1.3016417,36.8271679,-1.3229345,36.8566974,Rider_Id_208,1230
Order_No_21082,User_Id_1927,Bike,3,Business,18,1,9:45:41 AM,18,1,9:45:59 AM,18,1,10:00:59 AM,18,1,10:06:12 AM,18,1,10:51:42 AM,14,21.2,,-1.3012008,36.764868,-1.3472066,36.7692638,Rider_Id_517,2730
Order_No_27009,User_Id_3404,Bike,3,Business,26,1,10:56:26 AM,26,1,11:50:08 AM,26,1,12:06:45 PM,26,1,12:18:36 PM,26,1,12:53:49 PM,15,23.2,,-1.279395,36.825364,-1.3251247,36.899592600000005,Rider_Id_928,2113
Order_No_19117,User_Id_3693,Bike,1,Personal,2,2,1:00:15 PM,2,2,1:01:00 PM,2,2,1:11:35 PM,2,2,1:34:44 PM,2,2,1:51:52 PM,6,26.1,,-1.2854453000000001,36.818836299999994,-1.2971709999999999,36.783278,Rider_Id_343,1028
Order_No_21811,User_Id_2179,Bike,3,Business,7,4,10:25:56 AM,7,4,10:26:20 AM,7,4,10:42:53 AM,7,4,10:52:17 AM,7,4,10:58:47 AM,2,24.5,,-1.2527958000000001,36.8003131,-1.2571472,36.795063299999995,Rider_Id_547,390
Order_No_17373,User_Id_3007,Bike,3,Personal,15,1,3:10:05 PM,15,1,3:11:37 PM,15,1,3:11:56 PM,15,1,3:41:20 PM,15,1,3:53:51 PM,5,,,-1.277551,36.8273641,-1.2935303,36.7988142,Rider_Id_338,751
Order_No_20539,User_Id_1329,Bike,3,Business,18,2,11:18:26 AM,18,2,11:34:38 AM,18,2,11:49:05 AM,18,2,11:58:59 AM,18,2,12:14:56 PM,4,,,-1.273056,36.811298,-1.2867132,36.8118433,Rider_Id_101,957
Order_No_9574,User_Id_3201,Bike,3,Business,7,4,3:13:59 PM,7,4,3:14:11 PM,7,4,3:19:56 PM,7,4,3:33:19 PM,7,4,3:53:54 PM,14,27.7,,-1.207546,36.7913976,-1.2584143,36.8048002,Rider_Id_52,1235
Order_No_27978,User_Id_311,Bike,3,Business,13,1,9:18:37 AM,13,1,9:20:01 AM,13,1,9:33:50 AM,13,1,9:35:42 AM,13,1,9:53:08 AM,4,15.3,,-1.2998129999999999,36.787139200000006,-1.2890399,36.8164942,Rider_Id_592,1046
Order_No_27949,User_Id_2030,Bike,3,Business,30,2,2:51:41 PM,30,2,3:07:37 PM,30,2,3:21:59 PM,30,2,3:23:12 PM,30,2,3:44:21 PM,4,,,-1.335316,36.8845063,-1.3333725,36.871761299999996,Rider_Id_76,1269
Order_No_16346,User_Id_1687,Bike,3,Business,17,4,11:39:39 AM,17,4,11:39:51 AM,17,4,11:46:03 AM,17,4,11:50:46 AM,17,4,12:02:33 PM,4,25.2,,-1.2626574,36.8014034,-1.28164,36.816866999999995,Rider_Id_365,707
Order_No_13868,User_Id_2289,Bike,3,Business,4,1,12:41:21 PM,4,1,12:42:36 PM,4,1,12:46:40 PM,4,1,12:47:47 PM,4,1,1:03:41 PM,9,25.8,,-1.2551895,36.7822034,-1.301809,36.75643,Rider_Id_269,954
Order_No_26497,User_Id_2021,Bike,3,Business,13,4,3:53:07 PM,13,4,4:04:30 PM,13,4,4:08:42 PM,13,4,4:15:40 PM,13,4,4:47:03 PM,25,23.0,,-1.2945128000000001,36.8396881,-1.4238401000000003,36.9730061,Rider_Id_675,1883
Order_No_15925,User_Id_1754,Bike,3,Business,2,4,1:52:17 PM,2,4,1:56:15 PM,2,4,2:03:53 PM,2,4,2:16:23 PM,2,4,2:44:54 PM,12,,,-1.279395,36.825364,-1.2860183,36.8975338,Rider_Id_291,1711
Order_No_15362,User_Id_2523,Bike,3,Business,16,4,12:55:14 PM,16,4,12:55:29 PM,16,4,12:55:51 PM,16,4,1:00:47 PM,16,4,1:28:49 PM,12,,,-1.2551895,36.7822034,-1.3104733999999998,36.7363698,Rider_Id_663,1682
Order_No_26205,User_Id_2801,Bike,3,Business,21,4,3:29:47 PM,21,4,3:30:39 PM,21,4,3:51:00 PM,21,4,4:05:14 PM,21,4,4:32:59 PM,9,26.3,,-1.307726,36.839117,-1.2595421999999998,36.7871178,Rider_Id_953,1665
Order_No_25370,User_Id_3064,Bike,3,Business,14,4,3:16:03 PM,14,4,3:18:41 PM,14,4,3:22:37 PM,14,4,3:28:58 PM,14,4,3:47:31 PM,6,27.4,,-1.2571472,36.795063299999995,-1.2985749,36.8088,Rider_Id_937,1113
Order_No_2655,User_Id_880,Bike,3,Personal,30,4,11:35:05 AM,30,4,11:35:15 AM,30,4,11:42:50 AM,30,4,11:48:20 AM,30,4,11:58:50 AM,4,20.1,,-1.2995135,36.793363299999996,-1.2892529,36.7740575,Rider_Id_312,630
Order_No_26448,User_Id_3019,Bike,2,Personal,3,3,12:09:21 PM,3,3,12:09:53 PM,3,3,12:14:51 PM,3,3,12:20:06 PM,3,3,12:47:24 PM,12,23.9,,-1.265715,36.808525,-1.3255681000000001,36.8738816,Rider_Id_882,1638
Order_No_17645,User_Id_868,Bike,3,Business,13,6,1:48:59 PM,13,6,1:49:14 PM,13,6,1:49:56 PM,13,6,2:08:30 PM,13,6,2:18:41 PM,4,27.5,,-1.2600926000000001,36.8088685,-1.265715,36.823815,Rider_Id_72,611
Order_No_27791,User_Id_1271,Bike,3,Business,11,5,9:45:47 AM,11,5,9:45:53 AM,11,5,9:49:37 AM,11,5,9:52:23 AM,11,5,10:40:45 AM,22,20.9,,-1.3244885,36.897791999999995,-1.2831463,36.76360220000001,Rider_Id_457,2902
Order_No_16789,User_Id_706,Bike,3,Business,23,2,1:26:28 PM,23,2,1:32:57 PM,23,2,1:38:07 PM,23,2,1:39:18 PM,23,2,1:48:07 PM,4,18.8,,-1.3077869,36.844320700000004,-1.308366,36.823613,Rider_Id_69,529
Order_No_5265,User_Id_248,Bike,3,Business,26,4,11:57:21 AM,26,4,11:57:27 AM,26,4,12:15:31 PM,26,4,12:22:30 PM,26,4,12:36:20 PM,3,19.1,,-1.304735,36.784605400000004,-1.2929747,36.76463579999999,Rider_Id_229,830
Order_No_1716,User_Id_3108,Bike,3,Business,29,5,2:09:24 PM,29,5,2:17:19 PM,29,5,2:35:02 PM,29,5,2:37:07 PM,29,5,4:00:52 PM,14,21.1,,-1.2551895,36.7822034,-1.3164474,36.857586100000006,Rider_Id_88,5025
Order_No_20776,User_Id_1263,Bike,2,Personal,9,6,10:39:38 AM,9,6,10:40:37 AM,9,6,10:52:22 AM,9,6,10:56:38 AM,9,6,11:26:45 AM,16,17.2,,-1.2697858999999998,36.7946203,-1.2962888000000001,36.8892359,Rider_Id_598,1807
Order_No_572,User_Id_1787,Bike,3,Business,6,5,8:31:16 AM,6,5,8:31:24 AM,6,5,9:01:06 AM,6,5,9:03:41 AM,6,5,10:04:19 AM,16,14.8,,-1.2297202,36.874550799999994,-1.2592947,36.7698085,Rider_Id_644,3638
Order_No_4433,User_Id_2152,Bike,2,Personal,10,4,12:57:52 PM,10,4,12:59:40 PM,10,4,1:00:30 PM,10,4,1:14:02 PM,10,4,1:38:36 PM,7,,,-1.2718504,36.8246277,-1.2684893999999998,36.780451,Rider_Id_777,1474
Order_No_10187,User_Id_788,Bike,3,Business,23,5,12:17:57 PM,23,5,12:29:10 PM,23,5,12:55:10 PM,23,5,12:57:39 PM,23,5,1:17:00 PM,7,24.0,,-1.2527958000000001,36.8003131,-1.225322,36.80855,Rider_Id_343,1161
Order_No_23021,User_Id_867,Bike,3,Business,28,2,2:18:03 PM,28,2,2:18:11 PM,28,2,2:18:22 PM,28,2,2:20:52 PM,28,2,3:04:41 PM,14,19.5,,-1.306378,36.7519845,-1.3177546999999998,36.8303703,Rider_Id_748,2629
Order_No_27064,User_Id_393,Bike,3,Business,6,2,7:53:47 AM,6,2,9:21:37 AM,6,2,9:26:17 AM,6,2,9:54:57 AM,6,2,10:13:16 AM,10,19.8,,-1.3177546999999998,36.8303703,-1.2574219,36.7927073,Rider_Id_62,1099
Order_No_11681,User_Id_1271,Bike,3,Business,28,3,3:18:30 PM,28,3,3:26:36 PM,28,3,3:38:00 PM,28,3,4:11:59 PM,28,3,4:20:03 PM,9,,,-1.3244885,36.897791999999995,-1.3206958,36.8769553,Rider_Id_532,484
Order_No_23799,User_Id_412,Bike,3,Business,7,2,3:40:27 PM,7,2,3:40:52 PM,7,2,3:46:15 PM,7,2,4:00:20 PM,7,2,4:15:43 PM,3,,,-1.272828,36.816608,-1.266837,36.799248999999996,Rider_Id_309,923
Order_No_23392,User_Id_1159,Bike,1,Personal,20,1,11:08:09 AM,20,1,11:08:55 AM,20,1,11:29:35 AM,20,1,11:42:48 AM,20,1,12:10:03 PM,13,20.3,,-1.3034318,36.7520402,-1.3068448000000001,36.8348641,Rider_Id_402,1635
Order_No_12083,User_Id_1850,Bike,3,Business,25,1,3:16:31 PM,25,1,3:17:15 PM,25,1,3:40:47 PM,25,1,3:42:20 PM,25,1,4:41:39 PM,9,27.9,,-1.2551895,36.7822034,-1.3074264,36.822612299999996,Rider_Id_817,3559
Order_No_21225,User_Id_1724,Bike,3,Business,6,1,2:10:00 PM,6,1,2:10:24 PM,6,1,2:22:06 PM,6,1,2:24:47 PM,6,1,2:42:55 PM,8,24.6,,-1.2905046,36.7828277,-1.2551895,36.7822034,Rider_Id_722,1088
Order_No_7252,User_Id_1363,Bike,3,Business,29,1,9:28:09 AM,29,1,9:28:22 AM,29,1,9:28:50 AM,29,1,9:38:13 AM,29,1,10:10:37 AM,13,,,-1.3004062,36.829741,-1.238805,36.884373,Rider_Id_206,1944
Order_No_18735,User_Id_1346,Bike,3,Business,7,5,1:33:41 PM,7,5,1:34:39 PM,7,5,1:41:34 PM,7,5,1:44:48 PM,7,5,2:06:28 PM,6,,,-1.3047889,36.821443200000004,-1.2917868000000001,36.7872675,Rider_Id_826,1300
Order_No_16774,User_Id_1584,Bike,3,Business,13,3,1:51:19 PM,13,3,1:57:33 PM,13,3,2:30:01 PM,13,3,2:32:36 PM,13,3,2:52:33 PM,7,29.1,,-1.2771155,36.826679999999996,-1.2969741000000001,36.7856612,Rider_Id_763,1197
Order_No_5700,User_Id_2207,Bike,3,Business,22,1,8:40:23 AM,22,1,8:41:05 AM,22,1,8:56:35 AM,22,1,9:03:03 AM,22,1,9:26:49 AM,9,19.7,,-1.2325706,36.808392299999994,-1.2768326,36.8073804,Rider_Id_453,1426
Order_No_3310,User_Id_867,Bike,3,Business,14,5,9:21:04 AM,14,5,9:25:01 AM,14,5,9:42:01 AM,14,5,10:18:46 AM,14,5,10:56:49 AM,10,17.1,,-1.2996533000000001,36.829262899999996,-1.2991441000000001,36.7528804,Rider_Id_896,2283
Order_No_19538,User_Id_2828,Bike,1,Business,28,5,1:38:07 PM,28,5,1:39:06 PM,28,5,1:41:04 PM,28,5,1:56:19 PM,28,5,2:34:51 PM,14,25.5,,-1.2615888000000002,36.7928732,-1.326774,36.78780689999999,Rider_Id_651,2312
Order_No_19669,User_Id_59,Bike,3,Business,16,2,4:28:24 PM,16,2,4:29:46 PM,16,2,4:50:10 PM,16,2,4:55:19 PM,16,2,5:24:53 PM,5,,,-1.290894,36.822971,-1.2944841999999999,36.8011625,Rider_Id_583,1774
Order_No_15669,User_Id_393,Bike,3,Business,1,4,8:24:14 AM,1,4,8:26:12 AM,1,4,8:51:42 AM,1,4,9:00:33 AM,1,4,9:53:13 AM,14,,,-1.3177546999999998,36.8303703,-1.306378,36.7519845,Rider_Id_208,3160
Order_No_23342,User_Id_3689,Bike,3,Business,31,1,1:28:30 PM,31,1,1:32:52 PM,31,1,2:00:00 PM,31,1,2:17:10 PM,31,1,2:59:11 PM,16,24.1,,-1.3472066,36.7692638,-1.2527958000000001,36.8003131,Rider_Id_428,2521
Order_No_6374,User_Id_3295,Bike,3,Business,7,3,12:34:12 PM,7,3,12:34:28 PM,7,3,12:35:41 PM,7,3,12:45:27 PM,7,3,1:14:43 PM,12,25.2,,-1.2571472,36.795063299999995,-1.3270347,36.866736200000005,Rider_Id_470,1756
Order_No_23565,User_Id_265,Bike,3,Business,15,1,9:58:43 AM,15,1,10:01:48 AM,15,1,10:16:14 AM,15,1,10:27:02 AM,15,1,10:45:14 AM,7,,,-1.2609397,36.8010827,-1.300921,36.828195,Rider_Id_85,1092
Order_No_26187,User_Id_20,Bike,3,Business,12,2,9:46:56 AM,12,2,10:08:51 AM,12,2,10:24:46 AM,12,2,10:28:54 AM,12,2,10:44:11 AM,6,16.3,,-1.2628638,36.8070399,-1.300722,36.816865,Rider_Id_216,917
Order_No_13498,User_Id_3689,Bike,3,Business,21,3,1:26:38 PM,21,3,3:02:58 PM,21,3,3:23:23 PM,21,3,3:26:48 PM,21,3,3:33:57 PM,3,23.0,2.9,-1.2527958000000001,36.8003131,-1.2615888000000002,36.7928732,Rider_Id_557,429
Order_No_16282,User_Id_2828,Bike,3,Business,16,6,6:03:33 PM,16,6,6:04:23 PM,16,6,6:18:46 PM,16,6,6:25:43 PM,16,6,6:56:57 PM,11,23.8,,-1.3207349,36.8819157,-1.28872,36.90297,Rider_Id_675,1874
Order_No_25270,User_Id_393,Bike,3,Business,13,2,1:34:54 PM,13,2,2:11:08 PM,13,2,2:11:23 PM,13,2,3:06:32 PM,13,2,3:33:59 PM,14,26.0,,-1.3177546999999998,36.8303703,-1.306378,36.7519845,Rider_Id_555,1647
Order_No_2941,User_Id_1148,Bike,3,Business,28,3,1:15:12 PM,28,3,1:15:40 PM,28,3,1:16:42 PM,28,3,1:42:49 PM,28,3,2:27:37 PM,15,,,-1.3100586,36.850032899999995,-1.2409761000000001,36.776006200000005,Rider_Id_519,2688
Order_No_11168,User_Id_1343,Bike,1,Personal,25,3,5:23:01 PM,25,3,5:23:37 PM,25,3,5:31:34 PM,25,3,5:57:45 PM,25,3,6:18:32 PM,9,17.6,,-1.2699441999999999,36.8206553,-1.2917966,36.7730221,Rider_Id_427,1247
Order_No_18529,User_Id_2412,Bike,3,Business,25,1,3:17:05 PM,25,1,3:18:01 PM,25,1,3:40:16 PM,25,1,3:45:13 PM,25,1,4:06:54 PM,11,27.9,,-1.2803414,36.8265456,-1.2285834999999998,36.882646799999996,Rider_Id_341,1301
Order_No_11915,User_Id_3222,Bike,3,Business,8,5,2:23:43 PM,8,5,2:24:14 PM,8,5,2:32:04 PM,8,5,2:36:15 PM,8,5,2:47:42 PM,3,30.5,,-1.2551895,36.7822034,-1.2546732,36.808679600000005,Rider_Id_658,687
Order_No_8913,User_Id_868,Bike,3,Business,11,2,3:20:08 PM,11,2,3:27:56 PM,11,2,3:41:22 PM,11,2,4:05:38 PM,11,2,4:05:51 PM,4,21.5,,-1.259478,36.801781299999995,-1.2663631000000002,36.8163329,Rider_Id_245,13
Order_No_22575,User_Id_393,Bike,3,Business,26,2,3:54:22 PM,26,2,3:54:31 PM,26,2,3:54:42 PM,26,2,4:48:56 PM,26,2,4:48:58 PM,14,28.6,,-1.3167113000000001,36.8301563,-1.306378,36.7519845,Rider_Id_39,2
Order_No_306,User_Id_478,Bike,3,Business,30,2,10:44:11 AM,30,2,10:50:22 AM,30,2,11:05:56 AM,30,2,11:11:29 AM,30,2,11:30:55 AM,5,,,-1.2551895,36.7822034,-1.2658315,36.809049,Rider_Id_40,1166
Order_No_26498,User_Id_2154,Bike,3,Business,8,6,9:57:54 AM,8,6,9:58:08 AM,8,6,10:01:42 AM,8,6,10:22:30 AM,8,6,10:40:27 AM,8,16.8,4.0,-1.2527958000000001,36.797624400000004,-1.2765736,36.851364600000004,Rider_Id_72,1077
Order_No_3634,User_Id_985,Bike,1,Personal,11,5,1:18:21 PM,11,5,1:18:38 PM,11,5,1:51:09 PM,11,5,2:02:55 PM,11,5,3:12:43 PM,14,22.5,,-1.226218,36.849712,-1.3108368000000001,36.8226308,Rider_Id_100,4188
Order_No_17608,User_Id_2956,Bike,3,Business,6,6,3:35:18 PM,6,6,3:35:47 PM,6,6,3:48:34 PM,6,6,4:11:29 PM,6,6,4:11:34 PM,6,28.1,,-1.28878,36.8168312,-1.2584143,36.8048002,Rider_Id_119,5
Order_No_612,User_Id_2987,Bike,3,Business,7,2,11:42:15 AM,7,2,11:42:31 AM,7,2,11:46:26 AM,7,2,11:48:27 AM,7,2,12:06:36 PM,7,23.3,,-1.2702120000000001,36.82108770000001,-1.3043821000000002,36.7840586,Rider_Id_754,1089
Order_No_7147,User_Id_3661,Bike,3,Business,21,4,1:49:50 PM,21,4,2:35:23 PM,21,4,2:41:50 PM,21,4,2:47:04 PM,21,4,3:14:45 PM,15,22.7,,-1.2207911,36.86817620000001,-1.3090727,36.831526200000006,Rider_Id_851,1661
Order_No_23208,User_Id_3635,Bike,3,Business,13,2,5:22:28 PM,13,2,5:24:25 PM,13,2,5:41:11 PM,13,2,5:49:02 PM,13,2,6:06:39 PM,7,23.4,,-1.2615888000000002,36.7928732,-1.2865726,36.764218400000004,Rider_Id_550,1057
Order_No_7515,User_Id_2216,Bike,3,Business,10,1,2:31:34 PM,10,1,2:31:52 PM,10,1,2:32:31 PM,10,1,2:43:34 PM,10,1,3:12:54 PM,8,18.5,,-1.2551895,36.7822034,-1.3040024,36.808296999999996,Rider_Id_168,1760
Order_No_2089,User_Id_1724,Bike,3,Business,10,4,12:15:18 PM,10,4,12:16:20 PM,10,4,12:18:39 PM,10,4,12:29:44 PM,10,4,12:56:00 PM,8,24.7,,-1.2551895,36.7822034,-1.291282,36.798229,Rider_Id_720,1576
Order_No_27192,User_Id_1410,Bike,3,Business,24,5,4:13:28 PM,24,5,4:16:21 PM,24,5,4:19:24 PM,24,5,4:34:33 PM,24,5,5:23:42 PM,20,19.8,,-1.300921,36.828195,-1.2847613000000002,36.967084,Rider_Id_218,2949
Order_No_9371,User_Id_2241,Bike,1,Personal,6,4,10:32:55 AM,6,4,10:33:51 AM,6,4,10:42:08 AM,6,4,10:57:14 AM,6,4,11:17:54 AM,9,22.2,,-1.2782261000000001,36.822500899999994,-1.2555129999999999,36.752421999999996,Rider_Id_726,1240
Order_No_23158,User_Id_136,Bike,3,Business,10,3,1:19:26 PM,10,3,1:20:01 PM,10,3,1:37:39 PM,10,3,1:39:42 PM,10,3,2:22:25 PM,16,30.6,,-1.3254522,36.721658399999995,-1.2561502,36.80770029999999,Rider_Id_545,2563
Order_No_7627,User_Id_393,Bike,3,Business,11,4,11:40:07 AM,11,4,11:40:53 AM,11,4,11:41:07 AM,11,4,12:25:52 PM,11,4,12:43:59 PM,10,23.9,,-1.3177546999999998,36.8303703,-1.2574219,36.7927073,Rider_Id_731,1087
Order_No_14948,User_Id_238,Bike,3,Business,31,3,9:35:54 AM,31,3,9:36:05 AM,31,3,9:49:12 AM,31,3,9:53:04 AM,31,3,10:07:19 AM,3,19.2,,-1.3077869,36.844320700000004,-1.3080091999999999,36.8284543,Rider_Id_206,855
Order_No_4971,User_Id_1584,Bike,3,Business,6,2,12:48:49 PM,6,2,12:49:01 PM,6,2,12:54:35 PM,6,2,1:01:39 PM,6,2,1:27:22 PM,7,25.2,,-1.2969741000000001,36.7856612,-1.2715686000000002,36.8023526,Rider_Id_829,1543
Order_No_11713,User_Id_3417,Bike,1,Personal,4,1,10:12:10 AM,4,1,10:15:42 AM,4,1,10:20:57 AM,4,1,11:40:27 AM,4,1,12:03:29 PM,9,20.8,,-1.2817945,36.825805100000004,-1.2809666000000002,36.8765961,Rider_Id_618,1382
Order_No_23332,User_Id_2982,Bike,3,Business,27,4,12:44:19 PM,27,4,12:44:52 PM,27,4,12:45:13 PM,27,4,12:53:24 PM,27,4,1:33:57 PM,18,23.2,,-1.300921,36.828195,-1.177202,36.8351183,Rider_Id_31,2433
Order_No_17813,User_Id_136,Bike,3,Business,12,2,3:26:09 PM,12,2,3:27:48 PM,12,2,3:41:36 PM,12,2,3:53:10 PM,12,2,4:28:16 PM,18,,,-1.2908945,36.82465139999999,-1.3254522,36.721658399999995,Rider_Id_365,2106
Order_No_17164,User_Id_53,Bike,3,Business,9,2,9:32:30 AM,9,2,9:35:52 AM,9,2,9:44:47 AM,9,2,9:49:28 AM,9,2,10:08:04 AM,5,20.6,,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_709,1116
Order_No_17075,User_Id_393,Bike,3,Business,26,2,1:43:17 PM,26,2,1:43:27 PM,26,2,1:43:31 PM,26,2,2:30:22 PM,26,2,2:30:24 PM,14,31.2,,-1.3167113000000001,36.8301563,-1.306378,36.7519845,Rider_Id_515,2
Order_No_1791,User_Id_190,Bike,3,Business,9,2,11:09:18 AM,9,2,11:09:55 AM,9,2,11:37:05 AM,9,2,12:42:11 PM,9,2,12:42:14 PM,6,26.8,,-1.3278522,36.8711134,-1.3270347,36.866736200000005,Rider_Id_459,3
Order_No_18089,User_Id_1363,Bike,3,Business,20,3,2:08:38 PM,20,3,2:10:53 PM,20,3,2:25:13 PM,20,3,2:26:19 PM,20,3,3:00:03 PM,7,28.4,,-1.3004062,36.829741,-1.2862436000000002,36.791017,Rider_Id_448,2024
Order_No_5671,User_Id_2330,Bike,3,Business,19,2,10:14:25 AM,19,2,10:14:41 AM,19,2,10:17:21 AM,19,2,10:25:33 AM,19,2,10:38:09 AM,6,21.1,,-1.2915246999999999,36.805575700000006,-1.3015197,36.7658456,Rider_Id_327,756
Order_No_11370,User_Id_1146,Bike,3,Business,1,1,4:48:19 PM,1,1,4:49:57 PM,1,1,4:58:25 PM,1,1,5:06:55 PM,1,1,5:21:14 PM,5,27.5,,-1.3004062,36.829741,-1.3083266000000002,36.8494756,Rider_Id_506,859
Order_No_24691,User_Id_908,Bike,3,Business,15,1,2:50:25 PM,15,1,4:05:44 PM,15,1,4:25:43 PM,15,1,4:27:03 PM,15,1,4:47:58 PM,6,,,-1.2731962,36.8072499,-1.3014515,36.8120092,Rider_Id_352,1255
Order_No_13902,User_Id_3326,Bike,3,Business,16,2,10:15:38 AM,16,2,10:16:39 AM,16,2,10:23:31 AM,16,2,10:30:53 AM,16,2,10:51:59 AM,8,,,-1.2571472,36.795063299999995,-1.3090727,36.831526200000006,Rider_Id_85,1266
Order_No_2316,User_Id_3201,Bike,3,Business,9,3,3:48:13 PM,9,3,3:48:24 PM,9,3,3:48:47 PM,9,3,4:14:02 PM,9,3,4:14:03 PM,2,25.2,,-1.2551895,36.7822034,-1.2584143,36.8048002,Rider_Id_501,1
Order_No_25658,User_Id_187,Bike,3,Business,12,2,2:37:20 PM,12,2,2:37:59 PM,12,2,2:38:51 PM,12,2,3:01:25 PM,12,2,4:31:27 PM,21,27.1,,-1.3108783000000002,36.8392726,-1.3169591,36.7000029,Rider_Id_876,5402
Order_No_28140,User_Id_2677,Bike,3,Business,8,2,2:48:16 PM,8,2,2:50:43 PM,8,2,3:00:04 PM,8,2,3:03:15 PM,8,2,3:39:48 PM,14,25.2,,-1.3228003000000002,36.8306435,-1.306378,36.7519845,Rider_Id_237,2193
Order_No_28048,User_Id_3625,Bike,1,Personal,29,5,10:26:55 AM,29,5,10:31:22 AM,29,5,10:57:39 AM,29,5,11:07:11 AM,29,5,11:31:22 AM,10,19.7,,-1.2725144,36.82721779999999,-1.2994194,36.7647917,Rider_Id_874,1451
Order_No_16810,User_Id_3283,Bike,3,Business,23,6,9:53:14 AM,23,6,9:53:26 AM,23,6,10:03:22 AM,23,6,10:13:10 AM,23,6,10:30:46 AM,7,19.1,,-1.303596,36.778378000000004,-1.2628473,36.781805,Rider_Id_112,1056
Order_No_15880,User_Id_659,Bike,2,Personal,9,6,10:38:49 AM,9,6,10:41:22 AM,9,6,11:04:00 AM,9,6,11:13:19 AM,9,6,11:40:55 AM,6,17.3,,-1.2852583999999998,36.8043641,-1.2670582000000001,36.7680056,Rider_Id_752,1656
Order_No_23390,User_Id_3291,Bike,3,Business,13,4,10:23:52 AM,13,4,10:24:22 AM,13,4,10:26:58 AM,13,4,10:34:49 AM,13,4,10:42:58 AM,5,22.0,,-1.2628473,36.781805,-1.2600926000000001,36.8088685,Rider_Id_564,489
Order_No_13247,User_Id_3434,Bike,3,Business,8,5,8:35:16 AM,8,5,8:36:26 AM,8,5,8:57:46 AM,8,5,9:06:35 AM,8,5,9:19:33 AM,5,20.6,,-1.3253826000000002,36.8822315,-1.3189343999999998,36.9087593,Rider_Id_329,778
Order_No_2309,User_Id_20,Bike,3,Business,6,4,3:40:25 PM,6,4,3:44:43 PM,6,4,4:04:40 PM,6,4,4:11:30 PM,6,4,4:34:21 PM,12,,,-1.3125593,36.8430941,-1.2629666000000002,36.8068369,Rider_Id_205,1371
Order_No_959,User_Id_3557,Bike,3,Business,18,4,1:03:19 PM,18,4,1:04:56 PM,18,4,1:05:35 PM,18,4,1:14:21 PM,18,4,1:26:26 PM,4,25.3,,-1.2857524,36.819680600000005,-1.2546732,36.808679600000005,Rider_Id_875,725
Order_No_20325,User_Id_2827,Bike,3,Business,24,1,10:08:17 AM,24,1,10:10:14 AM,24,1,10:17:47 AM,24,1,10:21:10 AM,24,1,10:37:25 AM,5,19.6,,-1.2850643999999998,36.8343657,-1.2544663999999999,36.8224273,Rider_Id_576,975
Order_No_21729,User_Id_1966,Bike,3,Business,28,4,3:30:14 PM,28,4,3:31:34 PM,28,4,3:47:27 PM,28,4,4:17:39 PM,28,4,5:00:52 PM,21,30.1,,-1.3700383,36.9190174,-1.2917868000000001,36.7872675,Rider_Id_769,2593
Order_No_18342,User_Id_1329,Bike,3,Business,29,4,5:23:00 PM,29,4,5:43:04 PM,29,4,5:43:06 PM,29,4,6:04:42 PM,29,4,6:14:41 PM,6,20.9,,-1.273056,36.811298,-1.2623805000000001,36.7805404,Rider_Id_345,599
Order_No_24126,User_Id_1961,Bike,3,Business,10,1,1:17:29 PM,10,1,1:17:55 PM,10,1,1:18:01 PM,10,1,2:20:49 PM,10,1,2:20:56 PM,19,18.5,,-1.2663631000000002,36.8163329,-1.3188358999999998,36.703852600000005,Rider_Id_864,7
Order_No_9040,User_Id_2159,Bike,3,Business,14,2,4:51:23 PM,14,2,4:52:18 PM,14,2,5:04:33 PM,14,2,5:41:33 PM,14,2,6:07:30 PM,9,23.2,,-1.2654878999999999,36.7984789,-1.304735,36.784605400000004,Rider_Id_213,1557
Order_No_8344,User_Id_2402,Bike,3,Business,19,2,2:28:35 PM,19,2,2:32:09 PM,19,2,2:59:38 PM,19,2,3:02:41 PM,19,2,3:41:24 PM,7,29.4,,-1.2902539,36.8211322,-1.2975066000000002,36.76894229999999,Rider_Id_341,2323
